Identifier;DimensionGroupId;DimensionId;Index;Title;Description;DetailRegionCode
BU16800600;GM1680;WijkenEnBuurten;22;Eexterveen;Buurt 'Eexterveen' (BU16800600) is een buurt in wijk 'Wijk 06 Eexterveen' in de gemeente 'Aa en Hunze'.;BU16800600
BU16800609;GM1680;WijkenEnBuurten;23;Verspreide huizen Eexterveen;Buurt 'Verspreide huizen Eexterveen' (BU16800609) is een buurt in wijk 'Wijk 06 Eexterveen' in de gemeente 'Aa en Hunze'.;BU16800609
WK168007;GM1680;WijkenEnBuurten;24;Wijk 07 Spijkerboor;Wijk 'Wijk 07 Spijkerboor' (WK168007) is een wijk in de gemeente 'Aa en Hunze'.;WK168007
BU16800700;GM1680;WijkenEnBuurten;25;Spijkerboor;Buurt 'Spijkerboor' (BU16800700) is een buurt in wijk 'Wijk 07 Spijkerboor' in de gemeente 'Aa en Hunze'.;BU16800700
BU16800709;GM1680;WijkenEnBuurten;26;Verspreide huizen Spijkerboor;Buurt 'Verspreide huizen Spijkerboor' (BU16800709) is een buurt in wijk 'Wijk 07 Spijkerboor' in de gemeente 'Aa en Hunze'.;BU16800709
WK168008;GM1680;WijkenEnBuurten;27;Wijk 08 Nieuw-Annerveen;Wijk 'Wijk 08 Nieuw-Annerveen' (WK168008) is een wijk in de gemeente 'Aa en Hunze'.;WK168008
BU16800800;GM1680;WijkenEnBuurten;28;Nieuw-Annerveen;Buurt 'Nieuw-Annerveen' (BU16800800) is een buurt in wijk 'Wijk 08 Nieuw-Annerveen' in de gemeente 'Aa en Hunze'.;BU16800800
BU16800809;GM1680;WijkenEnBuurten;29;Verspreide huizen Nieuw-Annerveen;Buurt 'Verspreide huizen Nieuw-Annerveen' (BU16800809) is een buurt in wijk 'Wijk 08 Nieuw-Annerveen' in de gemeente 'Aa en Hunze'.;BU16800809
WK168009;GM1680;WijkenEnBuurten;30;Wijk 09 Oud-Annerveen;Wijk 'Wijk 09 Oud-Annerveen' (WK168009) is een wijk in de gemeente 'Aa en Hunze'.;WK168009
BU16800900;GM1680;WijkenEnBuurten;31;Oud-Annerveen;Buurt 'Oud-Annerveen' (BU16800900) is een buurt in wijk 'Wijk 09 Oud-Annerveen' in de gemeente 'Aa en Hunze'.;BU16800900
BU16800909;GM1680;WijkenEnBuurten;32;Verspreide huizen Oud-Annerveen;Buurt 'Verspreide huizen Oud-Annerveen' (BU16800909) is een buurt in wijk 'Wijk 09 Oud-Annerveen' in de gemeente 'Aa en Hunze'.;BU16800909
WK168011;GM1680;WijkenEnBuurten;33;Wijk 11 Annerveenschekanaal;Wijk 'Wijk 11 Annerveenschekanaal' (WK168011) is een wijk in de gemeente 'Aa en Hunze'.;WK168011
BU16801100;GM1680;WijkenEnBuurten;34;Annerveenschekanaal;Buurt 'Annerveenschekanaal' (BU16801100) is een buurt in wijk 'Wijk 11 Annerveenschekanaal' in de gemeente 'Aa en Hunze'.;BU16801100
BU16801109;GM1680;WijkenEnBuurten;35;Verspreide huizen Annerveenschekanaal;Buurt 'Verspreide huizen Annerveenschekanaal' (BU16801109) is een buurt in wijk 'Wijk 11 Annerveenschekanaal' in de gemeente 'Aa en Hunze'.;BU16801109
WK168012;GM1680;WijkenEnBuurten;36;Wijk 12 Eexterveenschekanaal;Wijk 'Wijk 12 Eexterveenschekanaal' (WK168012) is een wijk in de gemeente 'Aa en Hunze'.;WK168012
BU16801200;GM1680;WijkenEnBuurten;37;Eexterveenschekanaal;Buurt 'Eexterveenschekanaal' (BU16801200) is een buurt in wijk 'Wijk 12 Eexterveenschekanaal' in de gemeente 'Aa en Hunze'.;BU16801200
BU16801209;GM1680;WijkenEnBuurten;38;Verspreide huizen Eexterveenschekanaal;Buurt 'Verspreide huizen Eexterveenschekanaal' (BU16801209) is een buurt in wijk 'Wijk 12 Eexterveenschekanaal' in de gemeente 'Aa en Hunze'.;BU16801209
WK168013;GM1680;WijkenEnBuurten;39;Wijk 13 Eexterzandvoort;Wijk 'Wijk 13 Eexterzandvoort' (WK168013) is een wijk in de gemeente 'Aa en Hunze'.;WK168013
BU16801300;GM1680;WijkenEnBuurten;40;Eexterzandvoort;Buurt 'Eexterzandvoort' (BU16801300) is een buurt in wijk 'Wijk 13 Eexterzandvoort' in de gemeente 'Aa en Hunze'.;BU16801300
BU16801309;GM1680;WijkenEnBuurten;41;Verspreide huizen Eexterzandvoort;Buurt 'Verspreide huizen Eexterzandvoort' (BU16801309) is een buurt in wijk 'Wijk 13 Eexterzandvoort' in de gemeente 'Aa en Hunze'.;BU16801309
WK168014;GM1680;WijkenEnBuurten;42;Wijk 14 Gasselte;Wijk 'Wijk 14 Gasselte' (WK168014) is een wijk in de gemeente 'Aa en Hunze'.;WK168014
BU16801400;GM1680;WijkenEnBuurten;43;Gasselte;Buurt 'Gasselte' (BU16801400) is een buurt in wijk 'Wijk 14 Gasselte' in de gemeente 'Aa en Hunze'.;BU16801400
BU16801401;GM1680;WijkenEnBuurten;44;Kostvlies;Buurt 'Kostvlies' (BU16801401) is een buurt in wijk 'Wijk 14 Gasselte' in de gemeente 'Aa en Hunze'.;BU16801401
BU16801409;GM1680;WijkenEnBuurten;45;Verspreide huizen Gasselte;Buurt 'Verspreide huizen Gasselte' (BU16801409) is een buurt in wijk 'Wijk 14 Gasselte' in de gemeente 'Aa en Hunze'.;BU16801409
WK168015;GM1680;WijkenEnBuurten;46;Wijk 15 Gasselternijveen;Wijk 'Wijk 15 Gasselternijveen' (WK168015) is een wijk in de gemeente 'Aa en Hunze'.;WK168015
BU16801500;GM1680;WijkenEnBuurten;47;Gasselternijveen;Buurt 'Gasselternijveen' (BU16801500) is een buurt in wijk 'Wijk 15 Gasselternijveen' in de gemeente 'Aa en Hunze'.;BU16801500
BU16801501;GM1680;WijkenEnBuurten;48;Gasselterboerveen;Buurt 'Gasselterboerveen' (BU16801501) is een buurt in wijk 'Wijk 15 Gasselternijveen' in de gemeente 'Aa en Hunze'.;BU16801501
BU16801509;GM1680;WijkenEnBuurten;49;Verspreide huizen Gasselternijveen;Buurt 'Verspreide huizen Gasselternijveen' (BU16801509) is een buurt in wijk 'Wijk 15 Gasselternijveen' in de gemeente 'Aa en Hunze'.;BU16801509
WK168016;GM1680;WijkenEnBuurten;50;Wijk 16 Gasselternijveenschemond;Wijk 'Wijk 16 Gasselternijveenschemond' (WK168016) is een wijk in de gemeente 'Aa en Hunze'.;WK168016
BU16801600;GM1680;WijkenEnBuurten;51;Gasselternijveenschemond;Buurt 'Gasselternijveenschemond' (BU16801600) is een buurt in wijk 'Wijk 16 Gasselternijveenschemond' in de gemeente 'Aa en Hunze'.;BU16801600
BU16801601;GM1680;WijkenEnBuurten;52;Gasselterboerveenschemond;Buurt 'Gasselterboerveenschemond' (BU16801601) is een buurt in wijk 'Wijk 16 Gasselternijveenschemond' in de gemeente 'Aa en Hunze'.;BU16801601
BU16801609;GM1680;WijkenEnBuurten;53;Verspr.h. Gasselternijveenschemond;Buurt 'Verspreide huizen Gasselternijveenschemond' (BU16801609) is een buurt in wijk 'Wijk 16 Gasselternijveenschemond' in de gemeente 'Aa en Hunze'.;BU16801609
WK168017;GM1680;WijkenEnBuurten;54;Wijk 17 Gieten;Wijk 'Wijk 17 Gieten' (WK168017) is een wijk in de gemeente 'Aa en Hunze'.;WK168017
BU16801700;GM1680;WijkenEnBuurten;55;Gieten;Buurt 'Gieten' (BU16801700) is een buurt in wijk 'Wijk 17 Gieten' in de gemeente 'Aa en Hunze'.;BU16801700
BU16801709;GM1680;WijkenEnBuurten;56;Verspreide huizen Gieten;Buurt 'Verspreide huizen Gieten' (BU16801709) is een buurt in wijk 'Wijk 17 Gieten' in de gemeente 'Aa en Hunze'.;BU16801709
WK168018;GM1680;WijkenEnBuurten;57;Wijk 18 Gieterveen;Wijk 'Wijk 18 Gieterveen' (WK168018) is een wijk in de gemeente 'Aa en Hunze'.;WK168018
BU16801800;GM1680;WijkenEnBuurten;58;Gieterveen;Buurt 'Gieterveen' (BU16801800) is een buurt in wijk 'Wijk 18 Gieterveen' in de gemeente 'Aa en Hunze'.;BU16801800
BU16801801;GM1680;WijkenEnBuurten;59;Bonnerveen;Buurt 'Bonnerveen' (BU16801801) is een buurt in wijk 'Wijk 18 Gieterveen' in de gemeente 'Aa en Hunze'.;BU16801801
BU16801802;GM1680;WijkenEnBuurten;60;Nieuwediep;Buurt 'Nieuwediep' (BU16801802) is een buurt in wijk 'Wijk 18 Gieterveen' in de gemeente 'Aa en Hunze'.;BU16801802
BU16801809;GM1680;WijkenEnBuurten;61;Verspreide huizen Gieterveen;Buurt 'Verspreide huizen Gieterveen' (BU16801809) is een buurt in wijk 'Wijk 18 Gieterveen' in de gemeente 'Aa en Hunze'.;BU16801809
WK168019;GM1680;WijkenEnBuurten;62;Wijk 19 Rolde;Wijk 'Wijk 19 Rolde' (WK168019) is een wijk in de gemeente 'Aa en Hunze'.;WK168019
BU16801900;GM1680;WijkenEnBuurten;63;Rolde;Buurt 'Rolde' (BU16801900) is een buurt in wijk 'Wijk 19 Rolde' in de gemeente 'Aa en Hunze'.;BU16801900
BU16801901;GM1680;WijkenEnBuurten;64;Ballo;Buurt 'Ballo' (BU16801901) is een buurt in wijk 'Wijk 19 Rolde' in de gemeente 'Aa en Hunze'.;BU16801901
BU16801902;GM1680;WijkenEnBuurten;65;Nijlande;Buurt 'Nijlande' (BU16801902) is een buurt in wijk 'Wijk 19 Rolde' in de gemeente 'Aa en Hunze'.;BU16801902
BU16801903;GM1680;WijkenEnBuurten;66;Deurze;Buurt 'Deurze' (BU16801903) is een buurt in wijk 'Wijk 19 Rolde' in de gemeente 'Aa en Hunze'.;BU16801903
BU16801908;GM1680;WijkenEnBuurten;67;Verspreide huizen Nooitgedacht;Buurt 'Verspreide huizen Nooitgedacht' (BU16801908) is een buurt in wijk 'Wijk 19 Rolde' in de gemeente 'Aa en Hunze'.;BU16801908
BU16801909;GM1680;WijkenEnBuurten;68;Verspreide huizen Rolde;Buurt 'Verspreide huizen Rolde' (BU16801909) is een buurt in wijk 'Wijk 19 Rolde' in de gemeente 'Aa en Hunze'.;BU16801909
WK168020;GM1680;WijkenEnBuurten;69;Wijk 20 Grolloo;Wijk 'Wijk 20 Grolloo' (WK168020) is een wijk in de gemeente 'Aa en Hunze'.;WK168020
BU16802000;GM1680;WijkenEnBuurten;70;Grolloo;Buurt 'Grolloo' (BU16802000) is een buurt in wijk 'Wijk 20 Grolloo' in de gemeente 'Aa en Hunze'.;BU16802000
BU16802001;GM1680;WijkenEnBuurten;71;Schoonloo;Buurt 'Schoonloo' (BU16802001) is een buurt in wijk 'Wijk 20 Grolloo' in de gemeente 'Aa en Hunze'.;BU16802001
BU16802008;GM1680;WijkenEnBuurten;72;Verspreide huizen Papenvoort;Buurt 'Verspreide huizen Papenvoort' (BU16802008) is een buurt in wijk 'Wijk 20 Grolloo' in de gemeente 'Aa en Hunze'.;BU16802008
BU16802009;GM1680;WijkenEnBuurten;73;Verspreide huizen Grolloo;Buurt 'Verspreide huizen Grolloo' (BU16802009) is een buurt in wijk 'Wijk 20 Grolloo' in de gemeente 'Aa en Hunze'.;BU16802009
WK168021;GM1680;WijkenEnBuurten;74;Wijk 21 Ekehaar;Wijk 'Wijk 21 Ekehaar' (WK168021) is een wijk in de gemeente 'Aa en Hunze'.;WK168021
BU16802100;GM1680;WijkenEnBuurten;75;Ekehaar;Buurt 'Ekehaar' (BU16802100) is een buurt in wijk 'Wijk 21 Ekehaar' in de gemeente 'Aa en Hunze'.;BU16802100
BU16802101;GM1680;WijkenEnBuurten;76;Amen;Buurt 'Amen' (BU16802101) is een buurt in wijk 'Wijk 21 Ekehaar' in de gemeente 'Aa en Hunze'.;BU16802101
BU16802109;GM1680;WijkenEnBuurten;77;Verspreide huizen Ekehaar;Buurt 'Verspreide huizen Ekehaar' (BU16802109) is een buurt in wijk 'Wijk 21 Ekehaar' in de gemeente 'Aa en Hunze'.;BU16802109
GM0358;GM;WijkenEnBuurten;78;Aalsmeer;Gemeente 'Aalsmeer' (GM0358);GM0358
WK035800;GM0358;WijkenEnBuurten;79;Wijk 00 Aalsmeer;Wijk 'Wijk 00 Aalsmeer' (WK035800) is een wijk in de gemeente 'Aalsmeer'.;WK035800
BU03580000;GM0358;WijkenEnBuurten;80;Centrum;Buurt 'Centrum' (BU03580000) is een buurt in wijk 'Wijk 00 Aalsmeer' in de gemeente 'Aalsmeer'.;BU03580000
BU03580001;GM0358;WijkenEnBuurten;81;Stommeer;Buurt 'Stommeer' (BU03580001) is een buurt in wijk 'Wijk 00 Aalsmeer' in de gemeente 'Aalsmeer'.;BU03580001
BU03580004;GM0358;WijkenEnBuurten;82;Hornmeer;Buurt 'Hornmeer' (BU03580004) is een buurt in wijk 'Wijk 00 Aalsmeer' in de gemeente 'Aalsmeer'.;BU03580004
BU03580005;GM0358;WijkenEnBuurten;83;Uiterweg;Buurt 'Uiterweg' (BU03580005) is een buurt in wijk 'Wijk 00 Aalsmeer' in de gemeente 'Aalsmeer'.;BU03580005
WK035801;GM0358;WijkenEnBuurten;84;Wijk 01 Kudelstraat en Kalslagen;Wijk 'Wijk 01 Kudelstraat en Kalslagen' (WK035801) is een wijk in de gemeente 'Aalsmeer'.;WK035801
BU03580100;GM0358;WijkenEnBuurten;85;Kudelstaart;Buurt 'Kudelstaart' (BU03580100) is een buurt in wijk 'Wijk 01 Kudelstraat en Kalslagen' in de gemeente 'Aalsmeer'.;BU03580100
WK035802;GM0358;WijkenEnBuurten;86;Wijk 02 Oosteinde;Wijk 'Wijk 02 Oosteinde' (WK035802) is een wijk in de gemeente 'Aalsmeer'.;WK035802
BU03580200;GM0358;WijkenEnBuurten;87;Bovenlanden;Buurt 'Bovenlanden' (BU03580200) is een buurt in wijk 'Wijk 02 Oosteinde' in de gemeente 'Aalsmeer'.;BU03580200
BU03580201;GM0358;WijkenEnBuurten;88;Greenpark;Buurt 'Greenpark' (BU03580201) is een buurt in wijk 'Wijk 02 Oosteinde' in de gemeente 'Aalsmeer'.;BU03580201
BU03580205;GM0358;WijkenEnBuurten;89;Oosteinde;Buurt 'Oosteinde' (BU03580205) is een buurt in wijk 'Wijk 02 Oosteinde' in de gemeente 'Aalsmeer'.;BU03580205
BU03580206;GM0358;WijkenEnBuurten;90;Schinkelpolder;Buurt 'Schinkelpolder' (BU03580206) is een buurt in wijk 'Wijk 02 Oosteinde' in de gemeente 'Aalsmeer'.;BU03580206
GM0197;GM;WijkenEnBuurten;91;Aalten;Gemeente 'Aalten' (GM0197);GM0197
WK019701;GM0197;WijkenEnBuurten;92;Wijk 01 Buitengebied Aalten;Wijk 'Wijk 01 Buitengebied Aalten' (WK019701) is een wijk in de gemeente 'Aalten'.;WK019701
BU01970101;GM0197;WijkenEnBuurten;93;Barlo-Kern;Buurt 'Barlo-Kern' (BU01970101) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970101
BU01970102;GM0197;WijkenEnBuurten;94;Verspreide huizen Barlo;Buurt 'Verspreide huizen Barlo' (BU01970102) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970102
BU01970103;GM0197;WijkenEnBuurten;95;Verspreide huizen Heurne;Buurt 'Verspreide huizen Heurne' (BU01970103) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970103
BU01970104;GM0197;WijkenEnBuurten;96;Verspreide huizen IJzerlo;Buurt 'Verspreide huizen IJzerlo' (BU01970104) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970104
BU01970105;GM0197;WijkenEnBuurten;97;IJzerlo-kern;Buurt 'IJzerlo-kern' (BU01970105) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970105
BU01970106;GM0197;WijkenEnBuurten;98;Lintelo-kern;Buurt 'Lintelo-kern' (BU01970106) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970106
BU01970107;GM0197;WijkenEnBuurten;99;Verspreide huizen ten westen van Aalten;Buurt 'Verspreide huizen ten westen van Aalten' (BU01970107) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970107
BU01970108;GM0197;WijkenEnBuurten;100;Verspreide huizen Lintelo;Buurt 'Verspreide huizen Lintelo' (BU01970108) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970108
BU01970109;GM0197;WijkenEnBuurten;101;Verspreide huizen Dalese Veld;Buurt 'Verspreide huizen Dalese Veld' (BU01970109) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970109
BU01970110;GM0197;WijkenEnBuurten;102;Verspreide huizen Dale;Buurt 'Verspreide huizen Dale' (BU01970110) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970110
BU01970111;GM0197;WijkenEnBuurten;103;Verspreide huizen Haart;Buurt 'Verspreide huizen Haart' (BU01970111) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970111
BU01970112;GM0197;WijkenEnBuurten;104;Haart-kern;Buurt 'Haart-kern' (BU01970112) is een buurt in wijk 'Wijk 01 Buitengebied Aalten' in de gemeente 'Aalten'.;BU01970112
WK019702;GM0197;WijkenEnBuurten;105;Wijk 02 Bredevoort;Wijk 'Wijk 02 Bredevoort' (WK019702) is een wijk in de gemeente 'Aalten'.;WK019702
BU01970201;GM0197;WijkenEnBuurten;106;Verspreide huizen Bredevoort;Buurt 'Verspreide huizen Bredevoort' (BU01970201) is een buurt in wijk 'Wijk 02 Bredevoort' in de gemeente 'Aalten'.;BU01970201
BU01970202;GM0197;WijkenEnBuurten;107;Verspreide huizen Hollenberg;Buurt 'Verspreide huizen Hollenberg' (BU01970202) is een buurt in wijk 'Wijk 02 Bredevoort' in de gemeente 'Aalten'.;BU01970202
BU01970203;GM0197;WijkenEnBuurten;108;Verspreide huizen Het Zwanenbroek;Buurt 'Verspreide huizen Het Zwanenbroek' (BU01970203) is een buurt in wijk 'Wijk 02 Bredevoort' in de gemeente 'Aalten'.;BU01970203
BU01970204;GM0197;WijkenEnBuurten;109;Bredevoort;Buurt 'Bredevoort' (BU01970204) is een buurt in wijk 'Wijk 02 Bredevoort' in de gemeente 'Aalten'.;BU01970204
WK019703;GM0197;WijkenEnBuurten;110;Wijk 03 Aalten Kern;Wijk 'Wijk 03 Aalten Kern' (WK019703) is een wijk in de gemeente 'Aalten'.;WK019703
BU01970301;GM0197;WijkenEnBuurten;111;Aalten-kern West;Buurt 'Aalten-kern West' (BU01970301) is een buurt in wijk 'Wijk 03 Aalten Kern' in de gemeente 'Aalten'.;BU01970301
BU01970302;GM0197;WijkenEnBuurten;112;Aalten-kern Zuid 1;Buurt 'Aalten-kern Zuid 1' (BU01970302) is een buurt in wijk 'Wijk 03 Aalten Kern' in de gemeente 'Aalten'.;BU01970302
BU01970303;GM0197;WijkenEnBuurten;113;Aalten-kern Zuid 2;Buurt 'Aalten-kern Zuid 2' (BU01970303) is een buurt in wijk 'Wijk 03 Aalten Kern' in de gemeente 'Aalten'.;BU01970303
BU01970304;GM0197;WijkenEnBuurten;114;Aalten-kern Noord/Noordoost;Buurt 'Aalten-kern Noord/Noordoost' (BU01970304) is een buurt in wijk 'Wijk 03 Aalten Kern' in de gemeente 'Aalten'.;BU01970304
BU01970305;GM0197;WijkenEnBuurten;115;Aalten Kern 't Kobus;Buurt 'Aalten Kern 't Kobus' (BU01970305) is een buurt in wijk 'Wijk 03 Aalten Kern' in de gemeente 'Aalten'.;BU01970305
BU01970306;GM0197;WijkenEnBuurten;116;Aalten-kern Oost;Buurt 'Aalten-kern Oost' (BU01970306) is een buurt in wijk 'Wijk 03 Aalten Kern' in de gemeente 'Aalten'.;BU01970306
BU01970307;GM0197;WijkenEnBuurten;117;Aalten-kern Centrum;Buurt 'Aalten-kern Centrum' (BU01970307) is een buurt in wijk 'Wijk 03 Aalten Kern' in de gemeente 'Aalten'.;BU01970307
WK019704;GM0197;WijkenEnBuurten;118;Wijk 04 Dinxperlo;Wijk 'Wijk 04 Dinxperlo' (WK019704) is een wijk in de gemeente 'Aalten'.;WK019704
BU01970400;GM0197;WijkenEnBuurten;119;Dinxperlo Centrum/Oost;Buurt 'Dinxperlo Centrum/Oost' (BU01970400) is een buurt in wijk 'Wijk 04 Dinxperlo' in de gemeente 'Aalten'.;BU01970400
BU01970401;GM0197;WijkenEnBuurten;120;Dinxperlo Noord;Buurt 'Dinxperlo Noord' (BU01970401) is een buurt in wijk 'Wijk 04 Dinxperlo' in de gemeente 'Aalten'.;BU01970401
BU01970402;GM0197;WijkenEnBuurten;121;Dinxperlo West;Buurt 'Dinxperlo West' (BU01970402) is een buurt in wijk 'Wijk 04 Dinxperlo' in de gemeente 'Aalten'.;BU01970402
BU01970403;GM0197;WijkenEnBuurten;122;De Heurne-kern;Buurt 'De Heurne-kern' (BU01970403) is een buurt in wijk 'Wijk 04 Dinxperlo' in de gemeente 'Aalten'.;BU01970403
BU01970408;GM0197;WijkenEnBuurten;123;Verspreide huizen Dinxperlo;Buurt 'Verspreide huizen Dinxperlo' (BU01970408) is een buurt in wijk 'Wijk 04 Dinxperlo' in de gemeente 'Aalten'.;BU01970408
BU01970409;GM0197;WijkenEnBuurten;124;Verspreide huizen De Heurne;Buurt 'Verspreide huizen De Heurne' (BU01970409) is een buurt in wijk 'Wijk 04 Dinxperlo' in de gemeente 'Aalten'.;BU01970409
GM0059;GM;WijkenEnBuurten;125;Achtkarspelen;Gemeente 'Achtkarspelen' (GM0059);GM0059
WK005900;GM0059;WijkenEnBuurten;126;Wijk 00 Noord;Wijk 'Wijk 00 Noord' (WK005900) is een wijk in de gemeente 'Achtkarspelen'.;WK005900
BU00590000;GM0059;WijkenEnBuurten;127;Buitenpost;Buurt 'Buitenpost' (BU00590000) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590000
BU00590001;GM0059;WijkenEnBuurten;128;Twijzel;Buurt 'Twijzel' (BU00590001) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590001
BU00590002;GM0059;WijkenEnBuurten;129;Kootstertille;Buurt 'Kootstertille' (BU00590002) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590002
BU00590003;GM0059;WijkenEnBuurten;130;Twijzelerheide;Buurt 'Twijzelerheide' (BU00590003) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590003
BU00590004;GM0059;WijkenEnBuurten;131;Gerkesklooster;Buurt 'Gerkesklooster' (BU00590004) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590004
BU00590005;GM0059;WijkenEnBuurten;132;Verspreide huizen Buitenpost;Buurt 'Verspreide huizen Buitenpost' (BU00590005) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590005
BU00590006;GM0059;WijkenEnBuurten;133;Verspreide huizen Twijzel;Buurt 'Verspreide huizen Twijzel' (BU00590006) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590006
BU00590007;GM0059;WijkenEnBuurten;134;Verspreide huizen Kootstertille;Buurt 'Verspreide huizen Kootstertille' (BU00590007) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590007
BU00590008;GM0059;WijkenEnBuurten;135;Verspreide huizen Twijzelerheide;Buurt 'Verspreide huizen Twijzelerheide' (BU00590008) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590008
